name,number,airDate,overview,season,serie,serieId
Homer to the Max,13,,"A new TV series features a suave and debonair character named Homer Simpson. Homer capitalizes on his new namesake, until the character is rewritten to be a bumbling fool. Trying to recapture the positive attention he enjoyed, Homer changes his name to ""Max Power.""",10,The Simpsons,18
I'm with Cupid,14,,"Apu is making the husbands of Springfield look bad with his extravagent Valentine's Day efforts for Manjula. When the men try to sabotage Apu's grand gesture, they accidentally wind up benefiting from it.",10,The Simpsons,18
"Marge Simpson in: ""Screaming Yellow Honkers""",15,,"A new Canyonero SUV turns timid Marge into an aggressive driver, and her road rage lands her in traffic school. But when a stampede occurs at the zoo, the town looks to Marge to save the day.",10,The Simpsons,18
Make Room for Lisa,16,,"Indebted from a mishap at the Smithsonian, Homer lets a cell phone company put a transmitter in the house. Forced to share a room with Bart, Lisa resents Homer until a New Age experience gives her empathy.",10,The Simpsons,18
Maximum Homerdrive,17,,"After beating Homer in a steak-eating competition, a trucker dies; Homer and Bart take over his rig to complete his shipment.",10,The Simpsons,18
Simpsons Bible Stories,18,,"When Reverend Lovejoy subjects the congregation to an extended Bible reading, the Simpsons fall asleep and have dreams based on Bible stories.",10,The Simpsons,18
Mom and Pop Art,19,,"Homer's failed do-it-yourself project gets mistaken for ""outsider art."" Suddenly in the limelight, Homer must come up with new ""works"" to impress the art world.",10,The Simpsons,18
"The Old Man and the ""C"" Student",20,,"When Bart ruins Springfield's chance to host the Olympics, the kids are sentenced to community service work at the retirement home. To help the residents recapture their youth, Bart takes them on an ill-fated boat ride.",10,The Simpsons,18
Monty Can't Buy Me Love,21,,"A new mogul wins the hearts of the townspeople with a shower of cash. Jealous, Mr. Burns asks Homer to help make him a beloved billionaire too, and they hatch a plan to bring the Loch Ness Monster to Springfield.",10,The Simpsons,18
They Saved Lisa's Brain,22,,"Mayor Quimby flees Springfield, leaving the town chapter of Mensa in charge. As the group's new power goes to their heads, they take their utopian plans too far and the townspeople revolt.",10,The Simpsons,18
Thirty Minutes Over Tokyo,23,,"After their bank account is drained at a cyber-cafe, the Simpsons go on a disastrous low-budget trip to Japan, where they wind up as contestants on a humiliating game show.",10,The Simpsons,18
Beyond Blunderdome,1,,"Homer befriends Mel Gibson just as Mel is completing a remake of Mr. Smith Goes To Washington. Homer convinces Mel to make the film more violent, with disastrous results.",11,The Simpsons,18
Brother's Little Helper,2,,"When Bart commits an extremely destructive prank, he is given Focusyn, a pill to help him concentrate in school. At first the results are impressive, and then Bart starts believing in a conspiracy involving spy satellites and major league baseball.",11,The Simpsons,18
Guess Who's Coming to Criticize Dinner?,3,,"With Lisa's help, Homer uses his vast knowledge of food to become the town's leading restaurant critic. But when he gets petty and vindictive in his criticisms, all the other chefs in town try to kill him.",11,The Simpsons,18
Treehouse of Horror X,4,,"In ""I Know What You Diddily-Iddly-Did"" the SImpsons fear they have killed Ned Flanders. ""Desperately Xeeking Xena"" satirizes superheroes of yore with ""Stretch Dude"" Bart and ""Clobber Girl"" Lisa. And ""Life's A Glitch, Then You Die"" depicts the upcoming horror of Y2K.",11,The Simpsons,18
E-I-E-I-(Annoyed Grunt),5,,"Fleeing from a duel, Homer takes his family to live on a farm. There he discovers that by mixing tomatoes, tobacco and radioactivity from the nuclear plant, he can create a dangerously delicious new substance.",11,The Simpsons,18
"Hello Gutter, Hello Fadder",6,,"Homer bowls a perfect 300 game, then concludes that the greatest accomplishment of his life is behind him. He reconnects with the world by bonding with baby Maggie.",11,The Simpsons,18
Eight Misbehavin',7,,"Due to overuse of fertility medication, Apu and wife Manjula give birth to octuplets. Desperate for money, Apu loans the babies to an unscrupulous carny promoter, then needs Homer's help to get them back.",11,The Simpsons,18
"Take My Wife, Sleaze",8,,"After winning a motorcycle at a dance contest, Homer becomes part of a motorcycle gang. But when he puts Marge's photo in a biker magazine, a much tougher gang takes her, and he must win her back.",11,The Simpsons,18
Grift of the Magi,9,,"In this Christmas-themed episode, the students of Springfield Elementary are unwittingly used as a focus group to test new toys. The product of their labors, a cuddly doll named Funzo, is a lot more sinister than he appears.",11,The Simpsons,18
Little Big Mom,10,,"When Marge leaves the house to recuperate from a skating injury, everything goes to hell - until Lisa convinces Homer and Bart they have leprosy.",11,The Simpsons,18
Faith Off,11,,"Homer gets a bucket stuck on his head, and when it is removed the town is convinced that Bart has the powers of a faith healer. Then mobster Fat Tony tries to turn the boy's spiritual abilities into more sinister directions.",11,The Simpsons,18
The Mansion Family,12,,"Worried about his health, Mr. Burns visits the Mayo Clinic. He lets Homer housesit his mansion, which leads of course to an offshore knife fight and an attack by Chinese pirates.",11,The Simpsons,18
Saddlesore Galactica,13,,"Homer and Bart befriend a diving horse at a county fair. They turn it into a racehorse with an attitude, whose success runs them afoul of mysterious, tree-dwelling jockeys.",11,The Simpsons,18
"Alone Again, Natura-Diddily",14,,Ned's wife Maude is inadvertently killed by a T-shirt accident at an auto race. Homer and his family try to help Ned cope.,11,The Simpsons,18
Missionary: Impossible,15,,"When Homer fails to give money he promised over the phone, he is forced by PBS stars to flee the country. He becomes a missionary on a small tropical island, where he introduces the natives to casino gambling.",11,The Simpsons,18
Pygmoelian,16,,Plastic surgery gives Moe the bartender a handsome new face and a whole new life as a soap opera star.,11,The Simpsons,18
Bart to the Future,17,,"We see a possible future in which Bart is a grown-up slacker, living with Ralph Wiggum, while Lisa is no less than President of the United States.",11,The Simpsons,18
Days of Wine and D'oh'ses,18,,"After being embarrassed by a drunken video of himself, Barney vows to sober up. Newly clean, he gets work as a helicopter pilot.",11,The Simpsons,18
Kill the Alligator and Run,19,,"After a terrible bout with insomnia, Homer takes the family to Florida during spring break. There, they kill a beloved alligator and are sentenced to a chain gang.",11,The Simpsons,18
Last Tap Dance in Springfield,20,,"Lisa enters a tap dancing academy, where the teacher is a child star who never quite grew up. Meanwhile, Homer gets laser eye surgery.",11,The Simpsons,18
"It's a Mad, Mad, Mad, Mad Marge",21,,"When Otto dumps his bride at the altar, she goes to live with the Simpsons - and the family comes to believe that Marge has lost her mind.",11,The Simpsons,18
Behind the Laughter,22,,"In this satire of VH1's ""Behind The Music,"" we learn the secrets of the Simpsons' rise, fall, and ultimate success.",11,The Simpsons,18
Treehouse of Horror XI,1,,"This year's Halloween story sees The Simpsons as ""The Munsters"" (with everyone except Lisa getting killed), Homer as a wandering spirit on the hunt for a good deed in ""G-G-Ghost D-D-Dad,"" Bart and Lisa as peasants in a fairy tale forest in ""Scary Tales Can Come True,"" and Lisa inadvertently dooming mankind by rescuing a dolphin in ""Night of the Dolphin.""",12,The Simpsons,18
A Tale of Two Springfields,2,,"While calling Animal Control over a badger taking residence in Santa's Little Helper's doghouse, Homer discovers that Springfield has two different area codes–and ends up leading a revolt that splits the town in two.",12,The Simpsons,18
Insane Clown Poppy,3,,"Krusty takes parenting lessons from Homer when, during an outdoor book fair, a girl tells Krusty that she is his long-lost daughter from a one-night stand with a female soldier who fought during the first Gulf War.",12,The Simpsons,18
Lisa the Tree Hugger,4,,Lisa falls for the teenaged leader of a militant environmentalist group and tries to impress him by living in Springfield's oldest tree in order to keep it from being cut down.,12,The Simpsons,18
Homer vs. Dignity,5,,"When the Simpsons once again have financial problems, Mr. Burns pays Homer to play pranks on others and humiliate himself in public. Meanwhile, Smithers creates a Malibu Stacy-themed musical.",12,The Simpsons,18
The Computer Wore Menace Shoes,6,,"Homer decides to buy a computer after turning up to the Plant to find it closed by e-mail. He then creates his own website and it eventually gains attention when he posts gossip. Homer dubs himself as ""Mr. X"" to conceal his identity. When he reveals that he is Mr. X, he becomes drugged into a mysterious island where people who know too much are imprisoned after Homer starts writing conspiracy theories such as flu shots.",12,The Simpsons,18
The Great Money Caper,7,,"Homer and Bart become father–son con artists (after Bart is given money out of pity when Homer decided to not take him home), but soon find that they are the ones being had.",12,The Simpsons,18
Skinner's Sense of Snow,8,,"A snowstorm traps the students of Springfield Elementary inside, with them overthrowing Principal Skinner when he uses his Army skills to control them. Meanwhile, Homer tries to rescue the children–using Flanders' car.",12,The Simpsons,18
HOMЯ,9,,"While working as a human guinea pig (to pay off the family's lost savings after making a bad investment), Homer discovers the root cause of his subnormal intelligence: a crayon that was lodged in his brain ever since he was a boy. He decides to have it removed to increase his IQ, but discovers that being smart does not necessarily equal being happy.",12,The Simpsons,18
Pokey Mom,10,,"Marge tries to rehabilitate a convict with remarkable artistic talent. Meanwhile, Homer uses a trash can to fix people's spines.",12,The Simpsons,18
Worst Episode Ever,11,,"Bart and Milhouse are banned from The Android Dungeon after stopping Comic Book Guy from buying a box of priceless Star Wars memorabilia for $5, but are hired as his replacements when Comic Book Guy has a heart attack and is advised to leave his job in order to make friends.",12,The Simpsons,18
Tennis the Menace,12,,"While making funeral arrangements for Grampa's future, the funeral planner pitches the idea of a mausoleum that uses the same amount of cement as a full-sized tennis court. This prompts Homer to instead build a tennis court in his backyard, initially mistaking the sport for ""Foxy Boxing"". The tennis court makes Marge and Homer popular in town, but it turns out that this is only because Homer's inferior tennis ability makes them an easy target. Bart on the other hand, shines as a natural.",12,The Simpsons,18
